Time, LastPrice, Volume, BestBid, BestAsk, Spread, Mid, BuyLevels, SellLevels, BuyQty, SellQty, FCF, InterestRate, BusinessCycle
222, 1846.94, 2485, 1853.81, 1859.67, 5.85999, 1856.74, 1966, 154, 10055, 7354, 126563, 0.14, 0.982287
223, 1864.49, 1497, 1853.43, 1864.49, 11.0599, 1858.96, 1978, 163, 10137, 6848, 126563, 0.14, 0.992115
224, 1832.41, 3097, 1837.68, 1890.53, 52.85, 1864.1, 1948, 157, 9909, 5607, 126563, 0.14, 0.998027
225, 1802.1, 3568, 1821.57, 1890.53, 68.9601, 1856.05, 1911, 160, 6404, 5786, -126563, 0.08, 1
226, 1812.41, 1982, 1812.73, 1829.85, 17.12, 1821.29, 1899, 169, 7036, 4439, -126563, 0.08, 0.998027
227, 1910.78, 2176, 1906.97, 1907.46, 0.48999, 1907.21, 1910, 171, 8359, 3085, -126563, 0.08, 0.992115
228, 1896.53, 2089, 1884.88, 1928.6, 43.72, 1906.74, 1920, 183, 7790, 5326, -126563, 0.08, 0.982287
229, 1873.02, 1385, 1861.18, 1873.02, 11.84, 1867.1, 1917, 201, 7380, 6975, -126563, 0.08, 0.968583
230, 1838.86, 2782, 1826.01, 1843.9, 17.89, 1834.96, 1923, 200, 7375, 6559, -126563, 0.08, 0.951056
231, 1768.84, 5873, 1768.45, 1768.57, 0.119995, 1768.51, 1855, 205, 3923, 7189, -126563, 0.08, 0.929776
232, 1712.69, 2633, 1719.94, 1727.09, 7.15002, 1723.51, 1789, 212, 4487, 7428, -126563, 0.08, 0.904827
233, 1659.82, 2740, 1664.44, 1667.2, 2.76001, 1665.82, 1728, 218, 3905, 7596, -126563, 0.08, 0.876306
234, 1641.11, 1826, 1638.95, 1639.79, 0.840088, 1639.37, 1717, 226, 4952, 7175, -126563, 0.08, 0.844327
235, 1669.36, 2805, 1638.95, 1669.36, 30.41, 1654.16, 1727, 240, 5025, 7760, -126563, 0.08, 0.809017
236, 1630.94, 1619, 1630.13, 1630.66, 0.530029, 1630.4, 1740, 255, 6588, 9275, -126563, 0.08, 0.770513
237, 1584.68, 3320, 1603.39, 1606.3, 2.91003, 1604.84, 1734, 261, 9221, 9198, -126563, 0.08, 0.728968
238, 1655.9, 1671, 1655.9, 1668.36, 12.46, 1662.13, 1740, 264, 11855, 5937, -126563, 0.08, 0.684547
239, 1655.9, 1367, 1655.9, 1686.71, 30.8099, 1671.3, 1755, 266, 12584, 5470, -126563, 0.08, 0.637424
240, 1669.44, 2109, 1654.43, 1669.44, 15.0099, 1661.94, 1760, 279, 12940, 6567, -126563, 0.02, 0.587785
241, 1705.98, 3546, 1677.92, 1705.98, 28.0599, 1691.95, 1766, 271, 14169, 6175, -126563, 0.02, 0.535826
242, 1703.5, 1606, 1674.74, 1703.5, 28.76, 1689.12, 1778, 284, 13514, 6092, -126563, 0.02, 0.481753
243, 1624, 3869, 1624, 1661.35, 37.35, 1642.68, 1768, 295, 10471, 7143, -126563, 0.02, 0.425779
244, 1668.13, 3895, 1667.24, 1668.13, 0.890015, 1667.69, 1770, 306, 9570, 8599, -126563, 0.02, 0.368124
245, 1687.12, 2306, 1671.04, 1687.12, 16.08, 1679.08, 1776, 309, 10210, 8457, -126563, 0.02, 0.309016
246, 1737.45, 2210, 1690.66, 1715.34, 24.6799, 1703, 1790, 297, 9694, 7991, -126563, 0.02, 0.248689
247, 1742.81, 482, 1712.52, 1715.67, 3.15002, 1714.09, 1809, 308, 11826, 10766, -126563, 0.02, 0.187381
248, 1764.3, 2628, 1725.59, 1732.67, 7.08008, 1729.13, 1812, 287, 10040, 11206, -126563, 0.02, 0.125333
249, 1733.61, 2633, 1728.24, 1733.61, 5.37, 1730.93, 1821, 293, 11331, 9892, -126563, 0.02, 0.0627899
250, 1779.09, 3363, 1725.09, 1753.45, 28.36, 1739.27, 1829, 272, 12411, 8847, 189845, 0.02, -6.75532e-07
251, 1786.36, 2332, 1725.09, 1766.11, 41.02, 1745.6, 1829, 270, 11920, 7532, 189845, 0.02, -0.0627912
252, 1770.46, 1395, 1721.01, 1770.27, 49.26, 1745.64, 1843, 269, 13740, 7352, 189845, 0.02, -0.125334
253, 1817.75, 2350, 1779.51, 1789.5, 9.98999, 1784.51, 1847, 259, 15630, 6634, 189845, 0.02, -0.187382
254, 1916.3, 2834, 1874.46, 1902.35, 27.89, 1888.41, 1858, 236, 15925, 4588, 189845, 0.02, -0.248691
255, 1804, 1731, 1804, 1839.46, 35.46, 1821.73, 1865, 247, 15785, 5510, 189845, 0.01, -0.309018
256, 1839.46, 936, 1790.95, 1803.57, 12.62, 1797.26, 1872, 265, 15051, 8088, 189845, 0.01, -0.368125
257, 1803.38, 3100, 1782.38, 1803.38, 21, 1792.88, 1879, 259, 9723, 7545, 189845, 0.01, -0.42578
258, 1831.55, 3008, 1809.68, 1870.2, 60.5199, 1839.94, 1881, 259, 10184, 4789, 189845, 0.01, -0.481754
259, 1765.74, 3714, 1765.74, 1821.65, 55.91, 1793.7, 1877, 259, 7520, 6175, 189845, 0.01, -0.535828
260, 1780.25, 1790, 1780.25, 1829.59, 49.34, 1804.92, 1886, 270, 9995, 7081, 189845, 0.01, -0.587786
261, 1775.15, 2445, 1775.15, 1788.33, 13.1799, 1781.74, 1889, 286, 10671, 9276, 189845, 0.01, -0.637425
262, 1846.1, 1104, 1800.81, 1846.1, 45.2899, 1823.46, 1904, 287, 10083, 10463, 189845, 0.01, -0.684548
263, 1846.82, 1886, 1836.51, 1846.82, 10.3099, 1841.67, 1916, 296, 11742, 9569, 189845, 0.01, -0.728969
264, 1858.49, 3487, 1845.76, 1858.49, 12.73, 1852.12, 1930, 300, 12471, 11085, 189845, 0.01, -0.770514
265, 1837.07, 2608, 1837.07, 1867.29, 30.2201, 1852.18, 1948, 302, 15857, 11147, 189845, 0.01, -0.809018
266, 1846.81, 772, 1846.81, 1856.94, 10.1299, 1851.88, 1959, 315, 16339, 11555, 189845, 0.01, -0.844329
267, 1859.6, 1391, 1846.81, 1859.6, 12.7899, 1853.21, 1975, 324, 16963, 11155, 189845, 0.01, -0.876307
268, 1851.43, 2409, 1851.43, 1854.86, 3.42993, 1853.15, 1965, 334, 15888, 11482, 189845, 0.01, -0.904828
269, 1821.65, 3080, 1809.47, 1858.82, 49.35, 1834.15, 1966, 330, 16800, 9083, 189845, 0.01, -0.929777
270, 1802.02, 1956, 1802.02, 1814.09, 12.0699, 1808.05, 1971, 340, 12875, 11952, 189845, 0.06, -0.951057
271, 1814.09, 3245, 1807.46, 1814.09, 6.63, 1810.77, 1971, 351, 11837, 10968, 189845, 0.06, -0.968583
272, 1788.53, 1996, 1788.53, 1826.72, 38.1899, 1807.62, 1982, 356, 13121, 9335, 189845, 0.06, -0.982287
273, 1788.53, 1643, 1788.53, 1820.97, 32.4399, 1804.75, 1998, 364, 12819, 11281, 189845, 0.06, -0.992115
274, 1820.97, 4347, 1795.61, 1820.97, 25.36, 1808.29, 2012, 381, 14872, 8996, 189845, 0.06, -0.998027
275, 1757.3, 5158, 1780.15, 1799.2, 19.0499, 1789.68, 2007, 385, 13517, 8841, 189845, 0.06, -1
276, 1782.3, 3282, 1778.41, 1782.3, 3.89001, 1780.35, 2012, 398, 16104, 9349, 189845, 0.06, -0.998027
277, 1778.41, 5192, 1778.41, 1797.35, 18.9399, 1787.88, 2023, 405, 17123, 8385, 189845, 0.06, -0.992115
278, 1797.56, 1671, 1777.67, 1797.56, 19.89, 1787.61, 2036, 423, 17338, 9012, 189845, 0.06, -0.982287
279, 1766.56, 2689, 1766.01, 1766.51, 0.5, 1766.26, 2016, 426, 17415, 9244, 189845, 0.06, -0.968583
280, 1748.9, 4828, 1754.85, 1755.31, 0.460083, 1755.08, 1983, 428, 14813, 7950, 189845, 0.06, -0.951056
281, 1731.55, 1519, 1748.16, 1759.67, 11.51, 1753.92, 1977, 432, 16970, 9943, 189845, 0.06, -0.929776
282, 1706.44, 6106, 1733.04, 1759.67, 26.63, 1746.35, 1936, 432, 11619, 9739, 189845, 0.06, -0.904826
283, 1715.92, 2535, 1726.76, 1759.67, 32.91, 1743.22, 1939, 433, 13676, 9257, 189845, 0.06, -0.876306
284, 1715.05, 1276, 1718.23, 1739.45, 21.22, 1728.84, 1933, 440, 16764, 8334, 189845, 0.06, -0.844327
285, 1706.49, 2505, 1705.8, 1705.85, 0.0499268, 1705.82, 1925, 452, 15166, 9274, 189845, 0.12, -0.809016
286, 1605.13, 5214, 1655.57, 1661.83, 6.26001, 1658.7, 1858, 452, 17408, 8923, 189845, 0.12, -0.770512
287, 1710.61, 3860, 1701.88, 1750.77, 48.89, 1726.32, 1869, 451, 17709, 6875, 189845, 0.12, -0.728967
288, 1621.49, 1147, 1642.48, 1660.66, 18.1801, 1651.57, 1862, 462, 18881, 8227, 189845, 0.12, -0.684546
289, 1627.82, 3696, 1633.6, 1680.07, 46.47, 1656.83, 1867, 469, 18244, 8525, 189845, 0.12, -0.637423
290, 1725.34, 2557, 1688.97, 1717.19, 28.22, 1703.08, 1880, 475, 17882, 8095, 189845, 0.12, -0.587784
291, 1714.01, 2079, 1655.56, 1725.34, 69.7799, 1690.45, 1879, 479, 16728, 6412, 189845, 0.12, -0.535825
292, 1696.78, 1639, 1663.62, 1696.78, 33.16, 1680.2, 1888, 490, 15468, 7106, 189845, 0.12, -0.481752
293, 1580.91, 5357, 1610.27, 1613.94, 3.66992, 1612.1, 1862, 493, 10113, 10829, 189845, 0.12, -0.425778
294, 1485.41, 6428, 1478.46, 1481.85, 3.39001, 1480.16, 1669, 503, 9186, 11753, 189845, 0.12, -0.368123
295, 1439.51, 1469, 1440.16, 1440.57, 0.409912, 1440.36, 1654, 514, 10633, 14499, 189845, 0.12, -0.309015
296, 1421.87, 2828, 1422.45, 1432.13, 9.68005, 1427.29, 1655, 518, 6367, 14515, 189845, 0.12, -0.248688
297, 1349.66, 3058, 1352.62, 1353.53, 0.910034, 1353.07, 1627, 521, 15329, 15240, 189845, 0.12, -0.187379
298, 1407.04, 1816, 1407.04, 1411.1, 4.05994, 1409.07, 1641, 525, 19823, 16092, 189845, 0.12, -0.125331
299, 1435.59, 3201, 1428.59, 1433.96, 5.37, 1431.27, 1651, 538, 21362, 15844, 189845, 0.12, -0.0627905
300, 1424.9, 1880, 1424.9, 1448.46, 23.5599, 1436.68, 1670, 541, 22748, 14402, 284768, 0.15, 4.76995e-08
301, 1411.55, 2272, 1411.55, 1446.09, 34.5399, 1428.82, 1675, 551, 21474, 13448, 284768, 0.15, 0.0627906
302, 1477.89, 4593, 1472.75, 1477.89, 5.14001, 1475.32, 1683, 532, 23755, 10465, 284768, 0.15, 0.125333
303, 1453.9, 6318, 1453.9, 1483.16, 29.26, 1468.53, 1666, 529, 24063, 5211, 284768, 0.15, 0.187381
304, 1485.38, 2871, 1476.83, 1485.38, 8.55005, 1481.1, 1678, 521, 24169, 2974, 284768, 0.15, 0.24869
305, 1498.12, 960, 1467.31, 1497.37, 30.0599, 1482.34, 1687, 531, 26149, 10304, 284768, 0.15, 0.309017
306, 1500.64, 2621, 1433.03, 1497.51, 64.48, 1465.27, 1688, 542, 24488, 11222, 284768, 0.15, 0.368125
307, 1411.64, 1703, 1411.64, 1422.43, 10.79, 1417.04, 1691, 557, 17030, 13752, 284768, 0.15, 0.425779
308, 1451.81, 2148, 1465.9, 1469.49, 3.58997, 1467.7, 1702, 557, 18679, 14552, 284768, 0.15, 0.481754
309, 1428.07, 4551, 1409.03, 1460.94, 51.9099, 1434.98, 1707, 555, 19208, 12908, 284768, 0.15, 0.535827
310, 1420.45, 2941, 1420.45, 1449.56, 29.1101, 1435.01, 1719, 569, 20592, 14215, 284768, 0.15, 0.587785
311, 1442.45, 2449, 1432.85, 1442.45, 9.59998, 1437.65, 1736, 586, 24793, 15494, 284768, 0.15, 0.637424
312, 1497.51, 5675, 1436.57, 1451.98, 15.41, 1444.27, 1745, 564, 27609, 11474, 284768, 0.15, 0.684547
313, 1507.96, 4326, 1489.16, 1502.7, 13.5399, 1495.93, 1753, 558, 24402, 10011, 284768, 0.15, 0.728969
314, 1502.7, 3075, 1496.99, 1502.7, 5.70996, 1499.84, 1765, 573, 23085, 9250, 284768, 0.15, 0.770513
315, 1480.67, 4429, 1473.53, 1480.67, 7.14001, 1477.1, 1771, 584, 22811, 7269, 284768, 0.12, 0.809017
316, 1480.63, 2990, 1480.63, 1480.67, 0.0400391, 1480.65, 1785, 598, 23984, 6091, 284768, 0.12, 0.844328
317, 1482.93, 3079, 1470.21, 1482.93, 12.7201, 1476.57, 1793, 607, 26683, 7317, 284768, 0.12, 0.876307
318, 1467.75, 1621, 1467.75, 1474.17, 6.42004, 1470.96, 1806, 618, 25813, 9321, 284768, 0.12, 0.904827
319, 1516.29, 6483, 1516.31, 1516.63, 0.319946, 1516.47, 1815, 582, 24734, 5381, 284768, 0.12, 0.929777
320, 1530.94, 3024, 1519.26, 1525.56, 6.30005, 1522.41, 1821, 575, 23662, 5936, 284768, 0.12, 0.951057
321, 1531.38, 1034, 1532.8, 1533.64, 0.839966, 1533.22, 1835, 567, 31771, 7402, 284768, 0.12, 0.968583
322, 1565.88, 2800, 1539.29, 1545.08, 5.78992, 1542.19, 1837, 564, 28813, 6591, 284768, 0.12, 0.982287
323, 1589.29, 2104, 1573.26, 1579.36, 6.09998, 1576.31, 1838, 551, 28919, 7480, 284768, 0.12, 0.992115
324, 1601.93, 3454, 1579.09, 1597.85, 18.76, 1588.47, 1846, 555, 29326, 6302, 284768, 0.12, 0.998027
325, 1643.6, 2592, 1609.02, 1625.31, 16.29, 1617.17, 1855, 548, 28938, 5141, -284768, 0.12, 1
326, 1614.98, 1184, 1609.02, 1635.33, 26.3099, 1622.18, 1869, 552, 30173, 5763, -284768, 0.12, 0.998027
327, 1646.55, 3256, 1634.1, 1646.45, 12.35, 1640.27, 1887, 553, 24885, 4666, -284768, 0.12, 0.992115
328, 1697.34, 3765, 1697.54, 1702.06, 4.52002, 1699.8, 1894, 536, 22144, 5533, -284768, 0.12, 0.982287
329, 1714.41, 2539, 1682.7, 1708.25, 25.55, 1695.47, 1903, 540, 23315, 5344, -284768, 0.12, 0.968583
330, 1676.31, 2673, 1668.26, 1676.31, 8.05005, 1672.29, 1911, 553, 22606, 7582, -284768, 0.06, 0.951056
331, 1672.23, 1680, 1653.78, 1673.8, 20.02, 1663.79, 1922, 566, 19013, 9334, -284768, 0.06, 0.929776
332, 1653.78, 3274, 1653.78, 1701.13, 47.35, 1677.46, 1932, 569, 19484, 10392, -284768, 0.06, 0.904827
333, 1676.26, 1071, 1667.02, 1686.8, 19.78, 1676.91, 1949, 575, 21177, 10217, -284768, 0.06, 0.876306
334, 1669.55, 1300, 1665.25, 1669.55, 4.30005, 1667.4, 1961, 591, 23034, 10432, -284768, 0.06, 0.844327
335, 1701.13, 6057, 1645.69, 1656.43, 10.7401, 1651.06, 1939, 588, 17895, 9908, -284768, 0.06, 0.809016
336, 1689.9, 2867, 1689.9, 1701.13, 11.23, 1695.52, 1949, 599, 17899, 9130, -284768, 0.06, 0.770513
337, 1718.94, 4964, 1691.73, 1718.23, 26.5, 1704.98, 1962, 593, 18626, 6215, -284768, 0.06, 0.728968
338, 1799.77, 7471, 1731.11, 1795.92, 64.8101, 1763.52, 1969, 471, 20031, 1424, -284768, 0.06, 0.684546
339, 1825.64, 2601, 1826.45, 1826.81, 0.360107, 1826.63, 1978, 449, 23112, 1862, -284768, 0.06, 0.637423
340, 2061.42, 2894, 2102.27, 2104.17, 1.8999, 2103.22, 1991, 55, 22949, 1056, -284768, 0.06, 0.587784
341, 2134.89, 2193, 2110.7, 2124.99, 14.29, 2117.84, 1999, 63, 15963, 3341, -284768, 0.06, 0.535826
342, 2201.67, 2353, 2120.85, 2190.66, 69.8098, 2155.75, 2010, 43, 21165, 2421, -284768, 0.06, 0.481753
343, 2222.06, 2629, 2153.65, 2198.05, 44.4001, 2175.85, 2018, 57, 21737, 2287, -284768, 0.06, 0.425778
344, 2317.23, 1755, 2311.88, 2314.91, 3.03003, 2313.4, 2039, 23, 24338, 3000, -284768, 0.06, 0.368123
345, 2188.59, 3209, 2121.16, 2188.59, 67.4302, 2154.88, 2026, 36, 21878, 6225, -284768, 0.01, 0.309016
346, 2132.87, 1783, 2129.24, 2149.01, 19.77, 2139.12, 2036, 48, 22376, 5634, -284768, 0.01, 0.248689
347, 2128.66, 2501, 2128.66, 2141.23, 12.5701, 2134.94, 2043, 58, 19736, 6916, -284768, 0.01, 0.18738
348, 2231.89, 4319, 2156.09, 2231.89, 75.7998, 2193.99, 2054, 47, 21164, 4308, -284768, 0.01, 0.125332
349, 2272.7, 1870, 2231.46, 2272.7, 41.24, 2252.08, 2066, 34, 21156, 4203, -284768, 0.01, 0.0627892
350, 2148.21, 3024, 2150.57, 2175.95, 25.3799, 2163.26, 2081, 40, 20077, 7939, 427152, 0.01, -1.32722e-06
351, 2149.55, 1206, 2132.12, 2149.55, 17.4299, 2140.83, 2097, 56, 21799, 11338, 427152, 0.01, -0.0627919
352, 2140.85, 2029, 2140.85, 2153.38, 12.5298, 2147.11, 2112, 69, 18873, 12077, 427152, 0.01, -0.125335
353, 2132.12, 6151, 2132.12, 2142.54, 10.4199, 2137.33, 2124, 77, 21048, 13306, 427152, 0.01, -0.187383
354, 2143.59, 1608, 2132.12, 2156.13, 24.0098, 2144.12, 2140, 85, 21663, 12543, 427152, 0.01, -0.248691
355, 2103.18, 5971, 2107.26, 2156.13, 48.8699, 2131.69, 2118, 88, 17210, 11778, 427152, 0.01, -0.309018
356, 2160.05, 2225, 2160.05, 2160.78, 0.72998, 2160.42, 2132, 86, 21741, 11757, 427152, 0.01, -0.368126
357, 2087.13, 2411, 2101.74, 2132.33, 30.5901, 2117.04, 2128, 94, 32168, 12260, 427152, 0.01, -0.425781
358, 2189.09, 1458, 2181.55, 2189.09, 7.54004, 2185.32, 2143, 104, 36003, 14737, 427152, 0.01, -0.481755
359, 2152.49, 2380, 2176.5, 2188.67, 12.1699, 2182.58, 2148, 109, 34985, 14642, 427152, 0.01, -0.535828
360, 2101.74, 5347, 2101.74, 2160.2, 58.46, 2130.97, 2147, 118, 32558, 11217, 427152, 0.02, -0.587787
361, 2143.48, 1049, 2120.5, 2143.48, 22.98, 2131.99, 2164, 128, 34587, 10975, 427152, 0.02, -0.637425
362, 2072.77, 2690, 2097.62, 2168.61, 70.99, 2133.12, 2152, 138, 30540, 11710, 427152, 0.02, -0.684548
363, 2064.57, 5209, 2081.56, 2093.33, 11.77, 2087.45, 2121, 143, 26332, 8499, 427152, 0.02, -0.72897
364, 2091.09, 6032, 2081.56, 2091.09, 9.53003, 2086.33, 2128, 158, 24066, 12911, 427152, 0.02, -0.770514
365, 2138.49, 5356, 2138.49, 2141.97, 3.47998, 2140.23, 2143, 148, 26436, 8425, 427152, 0.02, -0.809018
366, 2217.44, 4485, 2217.5, 2218.02, 0.52002, 2217.76, 2153, 122, 23483, 6373, 427152, 0.02, -0.844329
367, 2222.99, 3069, 2209.49, 2221.91, 12.4199, 2215.7, 2157, 129, 10606, 7971, 427152, 0.02, -0.876308
368, 2339.1, 4792, 2302.69, 2310.9, 8.20996, 2306.79, 2159, 55, 10577, 5267, 427152, 0.02, -0.904828
369, 2349.31, 2980, 2351.07, 2360.34, 9.27002, 2355.71, 2167, 44, 17309, 8705, 427152, 0.02, -0.929777
370, 2420.87, 3506, 2393.46, 2403.38, 9.91992, 2398.42, 2172, 44, 16727, 9562, 427152, 0.02, -0.951057
371, 2407.97, 2596, 2367.27, 2407.97, 40.7, 2387.62, 2181, 51, 15585, 8859, 427152, 0.02, -0.968584
372, 2367.84, 3836, 2300.42, 2367.84, 67.4202, 2334.13, 2177, 63, 13747, 8803, 427152, 0.02, -0.982288
373, 2328.88, 2307, 2266.59, 2328.88, 62.2898, 2297.73, 2170, 85, 11673, 13649, 427152, 0.02, -0.992115
374, 2315.75, 4065, 2315.75, 2350.21, 34.46, 2332.98, 2178, 91, 12802, 12545, 427152, 0.02, -0.998027
375, 2266.35, 1360, 2266.35, 2275.41, 9.05981, 2270.88, 2193, 105, 13695, 14730, 427153, 0.08, -1
376, 2294.48, 1358, 2278.36, 2294.48, 16.1199, 2286.42, 2208, 116, 16475, 16321, 427153, 0.08, -0.998027
377, 2276.17, 2000, 2276.17, 2294.48, 18.3101, 2285.32, 2231, 129, 19869, 16977, 427153, 0.08, -0.992114
378, 2254.65, 3351, 2254.65, 2297.84, 43.1902, 2276.25, 2241, 135, 31347, 17154, 427153, 0.08, -0.982287
379, 2254.65, 2265, 2254.65, 2281.41, 26.76, 2268.03, 2250, 144, 24188, 15530, 427153, 0.08, -0.968583
380, 2277.31, 4326, 2263.52, 2297.17, 33.6499, 2280.34, 2265, 148, 23194, 13720, 427153, 0.08, -0.951056
381, 2296.44, 1374, 2308.48, 2308.57, 0.0900879, 2308.52, 2277, 149, 27902, 13643, 427153, 0.08, -0.929776
382, 2254.65, 5858, 2254.65, 2322.46, 67.8101, 2288.55, 2278, 156, 26424, 12226, 427153, 0.08, -0.904826
383, 2273.53, 2086, 2273.42, 2273.53, 0.110107, 2273.48, 2287, 168, 28432, 9701, 427153, 0.08, -0.876306
384, 2324.85, 2214, 2255.77, 2324.85, 69.0801, 2290.31, 2299, 171, 26584, 9643, 427153, 0.08, -0.844327
385, 2299.25, 1620, 2299.25, 2335.18, 35.9299, 2317.21, 2303, 170, 25913, 7344, 427153, 0.08, -0.809017
386, 2234.96, 8205, 2239.61, 2241.94, 2.32983, 2240.77, 2286, 178, 17324, 7590, 427153, 0.08, -0.770513
387, 2208.65, 6071, 2236.85, 2241.63, 4.77979, 2239.24, 2292, 181, 16966, 6381, 427153, 0.08, -0.728968
388, 2224.31, 4535, 2230.56, 2242.32, 11.76, 2236.44, 2292, 182, 16791, 4971, 427153, 0.08, -0.684547
389, 2265.24, 2341, 2265.24, 2279.8, 14.5601, 2272.52, 2303, 197, 18291, 9374, 427153, 0.08, -0.637424
390, 2310.56, 2535, 2272.76, 2310.56, 37.8, 2291.66, 2311, 201, 17265, 7512, 427153, 0.14, -0.587785
391, 2209.5, 6334, 2218.78, 2245.63, 26.8499, 2232.21, 2285, 209, 12633, 13392, 427153, 0.14, -0.535826
392, 2219.93, 4219, 2219.93, 2245.63, 25.7, 2232.78, 2296, 222, 10875, 11228, 427153, 0.14, -0.481753
393, 2213.4, 4855, 2218.49, 2245.63, 27.1399, 2232.06, 2308, 235, 13289, 9086, 427153, 0.14, -0.425779
394, 2219.77, 2517, 2219.77, 2228, 8.22998, 2223.89, 2320, 242, 15846, 9474, 427153, 0.14, -0.368124
395, 2262.51, 4552, 2262.51, 2262.56, 0.0500488, 2262.54, 2332, 257, 18424, 11580, 427153, 0.14, -0.309016
396, 2287.23, 6441, 2287.23, 2309.68, 22.45, 2298.46, 2342, 241, 21290, 8620, 427153, 0.14, -0.248689
397, 2366.19, 9307, 2361.46, 2364.46, 3, 2362.96, 2355, 149, 21770, 1267, 427153, 0.14, -0.187381
398, 2410.08, 4708, 2410.1, 2410.99, 0.889893, 2410.54, 2375, 87, 17061, 2010, 427153, 0.14, -0.125333
399, 2488, 4804, 2472.02, 2472.11, 0.0900879, 2472.06, 2382, 44, 17242, 4986, 427153, 0.14, -0.0627898
400, 2588.34, 3518, 2557.6, 2568.88, 11.2798, 2563.24, 2386, 40, 17562, 5198, 640730, 0.14, 6.99382e-07
401, 2456.76, 3776, 2456.76, 2469.81, 13.05, 2463.29, 2393, 54, 19405, 7939, 640730, 0.14, 0.0627912
402, 2456.76, 4831, 2456.76, 2469.74, 12.98, 2463.25, 2403, 56, 24509, 6103, 640730, 0.14, 0.125334
403, 2745.54, 5414, 2747.89, 2748.76, 0.870117, 2748.32, 2421, 28, 25857, 3036, 640730, 0.14, 0.187382
404, 2849.4, 1796, 2850.2, 2854.94, 4.73999, 2852.57, 2434, 22, 24915, 2815, 640730, 0.14, 0.248691
405, 2980.33, 2962, 2962.89, 2965.02, 2.13013, 2963.96, 2449, 16, 26997, 4335, 640730, 0.15, 0.309018
406, 3040.82, 3899, 3052.27, 3053.65, 1.37988, 3052.96, 2458, 18, 24295, 5648, 640730, 0.15, 0.368125
407, 2980.91, 2025, 2956.95, 2980.91, 23.96, 2968.93, 2465, 30, 22615, 6628, 640730, 0.15, 0.42578
408, 3071.33, 1268, 3018.45, 3071.33, 52.8801, 3044.89, 2481, 30, 33324, 16360, 640730, 0.15, 0.481754
409, 3082.51, 5677, 3079.11, 3082.51, 3.3999, 3080.81, 2494, 37, 33651, 13563, 640730, 0.15, 0.535828
410, 3082.51, 3584, 3060.9, 3082.51, 21.6101, 3071.71, 2508, 48, 33794, 13995, 640730, 0.15, 0.587786
411, 3054.88, 1064, 3054.88, 3064.06, 9.18018, 3059.47, 2520, 59, 34027, 14622, 640730, 0.15, 0.637425
412, 3033.41, 1825, 3038.25, 3064.06, 25.8101, 3051.16, 2524, 74, 34575, 15442, 640730, 0.15, 0.684548
413, 3056.51, 1156, 3056.51, 3071.58, 15.0701, 3064.04, 2539, 90, 31519, 17425, 640730, 0.15, 0.728969
414, 3082.51, 3546, 3057.33, 3082.51, 25.1799, 3069.92, 2553, 94, 29262, 16136, 640730, 0.15, 0.770514
415, 3022.16, 4392, 3020.99, 3022.16, 1.16992, 3021.57, 2525, 104, 26866, 15748, 640730, 0.15, 0.809018
416, 3020.99, 1704, 3020.99, 3055.36, 34.3701, 3038.18, 2547, 111, 28647, 16752, 640730, 0.15, 0.844329
417, 3055.42, 2040, 3005.89, 3055.42, 49.53, 3030.65, 2557, 117, 30254, 18000, 640730, 0.15, 0.876307
418, 3005.89, 1084, 3005.89, 3022.52, 16.6301, 3014.21, 2567, 133, 20682, 15689, 640730, 0.15, 0.904828
419, 3019.28, 2019, 3024.92, 3055.42, 30.5, 3040.17, 2579, 143, 23606, 17080, 640730, 0.15, 0.929777
420, 3055.42, 2759, 3023.72, 3055.42, 31.7, 3039.57, 2574, 158, 25988, 18693, 640730, 0.1, 0.951057
421, 3072.67, 2539, 3025.43, 3072.67, 47.24, 3049.05, 2598, 162, 28971, 18008, 640730, 0.1, 0.968583
422, 3022.56, 735, 3022.56, 3072.67, 50.1099, 3047.61, 2613, 177, 23538, 21454, 640730, 0.1, 0.982287
423, 3104.37, 7840, 3070.24, 3094.39, 24.1499, 3082.31, 2624, 158, 24328, 12587, 640730, 0.1, 0.992115
424, 3106.96, 6480, 3107.12, 3109.2, 2.07983, 3108.16, 2636, 143, 26157, 8239, 640730, 0.1, 0.998027
425, 3129.6, 3547, 3092.17, 3120.31, 28.1401, 3106.24, 2646, 134, 23650, 7720, -640731, 0.1, 1
426, 3183.77, 3637, 3130.72, 3147.05, 16.3301, 3138.89, 2654, 85, 27654, 7215, -640731, 0.1, 0.998027
427, 3190.71, 3095, 3130.72, 3165.16, 34.4399, 3147.94, 2664, 70, 22016, 8962, -640731, 0.1, 0.992115
428, 3169.92, 5327, 3130.72, 3167.2, 36.48, 3148.96, 2677, 76, 21210, 13611, -640731, 0.1, 0.982287
429, 3234.04, 6245, 3151.52, 3181.46, 29.9399, 3166.49, 2694, 73, 26619, 9600, -640731, 0.1, 0.968583
430, 3251.28, 4220, 3203.36, 3206.47, 3.10986, 3204.92, 2718, 64, 23615, 9751, -640731, 0.1, 0.951056
431, 3185.06, 2078, 3162.44, 3185.06, 22.6201, 3173.75, 2728, 75, 18762, 12747, -640731, 0.1, 0.929776
432, 3149.04, 2732, 3149.04, 3154.08, 5.04004, 3151.56, 2738, 89, 20617, 17468, -640731, 0.1, 0.904826
433, 3207.04, 3720, 3149.04, 3159.37, 10.3301, 3154.21, 2755, 97, 20527, 20184, -640731, 0.1, 0.876306
