Time, LastPrice, Volume, BestBid, BestAsk, Spread, Mid, BuyLevels, SellLevels, BuyQty, SellQty, FCF, InterestRate, BusinessCycle
860, 1982.29, 6059, 1944.39, 1975.01, 30.62, 1959.7, 2261, 971, 53891, 10568, 24632242, 0.01, -0.587788
861, 1930.57, 4476, 1924.3, 1930.57, 6.2699, 1927.44, 2268, 986, 53250, 14299, 24632242, 0.01, -0.637426
862, 1942.68, 4904, 1942.68, 1959.92, 17.24, 1951.3, 2278, 994, 45219, 16281, 24632242, 0.01, -0.684549
863, 1954.56, 1825, 1942.95, 1954.56, 11.6101, 1948.76, 2292, 1002, 47133, 17760, 24632242, 0.01, -0.728971
864, 2061.79, 12767, 2033.69, 2038.84, 5.15002, 2036.26, 2315, 938, 54219, 10704, 24632242, 0.01, -0.770515
865, 2023.39, 6102, 2023.39, 2038.22, 14.83, 2030.8, 2328, 950, 35635, 9996, 24632242, 0.01, -0.809019
866, 2082.54, 7647, 2046.71, 2052.5, 5.79004, 2049.6, 2347, 945, 43973, 8111, 24632242, 0.01, -0.84433
867, 2063.01, 2850, 2053.15, 2061.06, 7.91016, 2057.1, 2356, 955, 43774, 13965, 24632242, 0.01, -0.876308
868, 2022.35, 5478, 2022.35, 2027.59, 5.23999, 2024.97, 2364, 972, 35631, 26903, 24632242, 0.01, -0.904828
869, 2005.57, 5147, 2005.57, 2027.59, 22.02, 2016.58, 2364, 985, 26609, 27132, 24632242, 0.01, -0.929778
870, 2027.59, 7588, 2010.5, 2027.59, 17.09, 2019.04, 2357, 999, 31308, 24882, 24632242, 0.06, -0.951057
871, 2024.65, 5796, 1971.89, 2024.65, 52.76, 1998.27, 2360, 1007, 31961, 26320, 24632242, 0.06, -0.968584
872, 2024.34, 3579, 2024.34, 2038.98, 14.64, 2031.66, 2369, 1015, 32729, 33351, 24632242, 0.06, -0.982288
873, 1967.59, 8675, 1967.59, 1970.64, 3.05005, 1969.11, 2375, 1013, 32035, 30209, 24632242, 0.06, -0.992115
874, 1985.84, 3240, 1984.9, 1985.84, 0.939941, 1985.37, 2391, 1021, 32470, 33061, 24632242, 0.06, -0.998027
875, 2010.71, 4042, 2010.71, 2017.76, 7.05005, 2014.23, 2410, 1027, 35247, 31114, 24632324, 0.06, -1
876, 2018.01, 3519, 2006.02, 2017.44, 11.4199, 2011.73, 2427, 1035, 34577, 28254, 24632324, 0.06, -0.998026
877, 2008.94, 1662, 1999.07, 2008.94, 9.87, 2004, 2446, 1044, 38269, 26349, 24632324, 0.06, -0.992114
878, 2026.53, 6135, 2026.53, 2030.66, 4.13, 2028.59, 2462, 1051, 38333, 20142, 24632324, 0.06, -0.982287
879, 2059.25, 11114, 2014.02, 2059.25, 45.23, 2036.64, 2470, 1047, 38320, 17125, 24632324, 0.06, -0.968582
880, 2081.72, 11365, 2083.03, 2083.5, 0.469971, 2083.27, 2467, 1015, 36722, 17625, 24632324, 0.06, -0.951055
881, 2092.06, 12637, 2092.77, 2093.4, 0.629883, 2093.08, 2469, 999, 33427, 15193, 24632324, 0.06, -0.929775
882, 2126.15, 4872, 2088.14, 2097.4, 9.26001, 2092.77, 2480, 1007, 45649, 25733, 24632324, 0.06, -0.904826
883, 2097.77, 3875, 2079.03, 2097.77, 18.74, 2088.4, 2491, 1022, 39680, 36615, 24632324, 0.06, -0.876305
884, 2119.7, 6240, 2079.03, 2113.81, 34.78, 2096.42, 2491, 1008, 36208, 34641, 24632324, 0.06, -0.844326
885, 2145.28, 24387, 2065.66, 2131.96, 66.3, 2098.81, 2486, 985, 26857, 22657, 24632324, 0.12, -0.809015
886, 2075.69, 6707, 2066.21, 2075.69, 9.47998, 2070.95, 2497, 993, 30032, 26437, 24632324, 0.12, -0.770511
887, 2063.57, 12606, 2102.14, 2106.74, 4.6001, 2104.44, 2516, 997, 26546, 30418, 24632324, 0.12, -0.728966
888, 2030.81, 9128, 2030.81, 2031.32, 0.509888, 2031.06, 2501, 1009, 19972, 36419, 24632324, 0.12, -0.684544
889, 2085.35, 8486, 2064.27, 2085.35, 21.0801, 2074.81, 2515, 1017, 21702, 39093, 24632324, 0.12, -0.637421
890, 2036.2, 3456, 2032.18, 2036.2, 4.0199, 2034.19, 2523, 1034, 15521, 43116, 24632324, 0.12, -0.587782
891, 2119.21, 13240, 2116.14, 2116.27, 0.130127, 2116.21, 2536, 1021, 24601, 36425, 24632324, 0.12, -0.535824
892, 2130.23, 4899, 2119.84, 2130.23, 10.3899, 2125.04, 2544, 1026, 23823, 35404, 24632324, 0.12, -0.48175
893, 2153.04, 10968, 2153.78, 2154.42, 0.639893, 2154.1, 2548, 1002, 35621, 24527, 24632324, 0.12, -0.425776
894, 2160.43, 4734, 2161.7, 2161.77, 0.0700684, 2161.73, 2562, 1007, 47040, 26186, 24632324, 0.12, -0.368121
895, 2172.69, 9157, 2161.7, 2169.04, 7.34009, 2165.37, 2570, 1011, 44194, 23022, 24632324, 0.12, -0.309013
896, 2196.8, 16138, 2199.13, 2199.48, 0.350098, 2199.3, 2573, 967, 43131, 12336, 24632324, 0.12, -0.248686
897, 2266.51, 10749, 2242.54, 2255.43, 12.8899, 2248.98, 2581, 921, 43498, 5793, 24632324, 0.12, -0.187377
898, 2381.53, 4758, 2340.28, 2374.68, 34.3999, 2357.48, 2589, 883, 43159, 3893, 24632324, 0.12, -0.125329
899, 2424.49, 5972, 2426.57, 2427.7, 1.12988, 2427.14, 2599, 864, 49989, 3705, 24632324, 0.12, -0.0627866
900, 2462.82, 5248, 2426.57, 2441.3, 14.73, 2433.94, 2611, 870, 52652, 6077, 36948488, 0.15, 3.9578e-06
901, 2490.79, 6058, 2449.06, 2466.47, 17.4099, 2457.77, 2613, 871, 43944, 12350, 36948488, 0.15, 0.0627945
902, 2553.32, 5293, 2495.37, 2553.18, 57.8098, 2524.27, 2618, 802, 46009, 12828, 36948488, 0.15, 0.125337
903, 2700.08, 7513, 2669.62, 2694.15, 24.5298, 2681.89, 2633, 752, 39098, 8621, 36948488, 0.15, 0.187385
904, 2941.16, 5689, 2815.14, 2928.25, 113.11, 2871.69, 2638, 685, 30840, 8738, 36948488, 0.15, 0.248694
905, 2778.31, 4531, 2825, 2937.09, 112.09, 2881.04, 2647, 689, 37823, 9153, 36948488, 0.15, 0.309021
906, 2799.61, 6695, 2778.31, 2799.61, 21.3, 2788.96, 2653, 707, 43582, 19003, 36948488, 0.15, 0.368128
907, 2806.27, 6209, 2806.27, 2808.85, 2.58008, 2807.56, 2672, 724, 48475, 18205, 36948488, 0.15, 0.425783
908, 2763.49, 11639, 2763.49, 2794.96, 31.47, 2779.23, 2677, 714, 44900, 17500, 36948488, 0.15, 0.481757
909, 2781.38, 5637, 2841.25, 2919.16, 77.9099, 2880.21, 2690, 700, 40359, 14853, 36948488, 0.15, 0.53583
910, 2883.27, 1283, 2883.27, 2915.18, 31.9099, 2899.23, 2707, 718, 41600, 16828, 36948488, 0.15, 0.587789
911, 2881.02, 5288, 2868.64, 2881.02, 12.3801, 2874.83, 2726, 730, 42563, 11885, 36948488, 0.15, 0.637427
912, 2908.6, 7290, 2908.6, 2935.49, 26.8899, 2922.04, 2735, 731, 44982, 9974, 36948488, 0.15, 0.68455
913, 3308.38, 11396, 3309.3, 3350.55, 41.25, 3329.93, 2743, 560, 41584, 9782, 36948488, 0.15, 0.728972
914, 3588.22, 5545, 3535.52, 3561.64, 26.1199, 3548.58, 2760, 548, 41282, 13331, 36948488, 0.15, 0.770516
915, 3676.94, 5659, 3646.17, 3669.48, 23.3101, 3657.82, 2764, 547, 40203, 10725, 36948488, 0.12, 0.80902
916, 3750.09, 3800, 3691.36, 3728.66, 37.2998, 3710.01, 2772, 549, 38731, 14460, 36948488, 0.12, 0.84433
917, 3666.72, 2943, 3666.72, 3728.66, 61.9399, 3697.69, 2786, 563, 33682, 17470, 36948488, 0.12, 0.876309
918, 3591.7, 6133, 3591.7, 3697.44, 105.74, 3644.57, 2782, 572, 30014, 20502, 36948488, 0.12, 0.904829
919, 3770.77, 16773, 3728.23, 3767.14, 38.9099, 3747.69, 2789, 565, 25715, 10845, 36948488, 0.12, 0.929778
920, 3844.09, 7703, 3758.94, 3813.36, 54.4202, 3786.15, 2804, 561, 19367, 8168, 36948488, 0.12, 0.951058
921, 3731.6, 4929, 3692.15, 3731.6, 39.4502, 3711.88, 2804, 572, 18850, 8217, 36948488, 0.12, 0.968584
922, 3955.21, 11706, 3881.12, 3934.08, 52.96, 3907.6, 2813, 552, 15901, 2745, 36948488, 0.12, 0.982288
923, 4216.36, 8620, 4086.48, 4208.74, 122.26, 4147.61, 2816, 498, 13524, 1332, 36948488, 0.12, 0.992115
924, 4627.28, 4421, 4653.32, 4658.47, 5.15039, 4655.9, 2837, 371, 22712, 930, 36948488, 0.12, 0.998027
925, 4694.1, 1641, 4695.32, 4699.06, 3.74023, 4697.19, 2844, 375, 25810, 1500, -36948660, 0.12, 1
926, 4729.84, 4399, 4679.21, 4719.7, 40.4902, 4699.46, 2847, 382, 27630, 1775, -36948660, 0.12, 0.998026
927, 5349.82, 4202, 5392.62, 5411.53, 18.9097, 5402.08, 2861, 306, 32057, 93, -36948660, 0.12, 0.992114
928, 5601.4, 4465, 5623.16, 5638.72, 15.5601, 5630.94, 2870, 308, 31311, 8463, -36948660, 0.12, 0.982286
929, 5820.04, 7212, 5725.19, 5773.52, 48.3301, 5749.35, 2871, 305, 32317, 6569, -36948660, 0.12, 0.968582
930, 5366.63, 4003, 5332.01, 5421.25, 89.2402, 5376.63, 2878, 313, 31019, 8231, -36948660, 0.06, 0.951055
931, 5451.45, 3698, 5451.45, 5523.7, 72.25, 5487.58, 2882, 324, 28465, 11864, -36948660, 0.06, 0.929775
932, 5572.42, 1894, 5548.11, 5572.42, 24.3101, 5560.26, 2899, 318, 28734, 11885, -36948660, 0.06, 0.904825
933, 5643.22, 2094, 5596.33, 5643.22, 46.8901, 5619.78, 2911, 331, 31522, 16408, -36948660, 0.06, 0.876304
934, 5714.42, 3589, 5596.33, 5714.42, 118.09, 5655.38, 2925, 335, 24685, 21649, -36948660, 0.06, 0.844325
935, 5780.41, 6424, 5711.69, 5779.93, 68.2402, 5745.81, 2941, 335, 24055, 17526, -36948660, 0.06, 0.809014
936, 5703.55, 5326, 5631.03, 5703.55, 72.52, 5667.29, 2949, 349, 22516, 15997, -36948660, 0.06, 0.77051
937, 5907.45, 2513, 5788.67, 5804.68, 16.0103, 5796.67, 2961, 343, 20363, 17407, -36948660, 0.06, 0.728965
938, 5817, 3816, 5675.32, 5817, 141.68, 5746.16, 2963, 354, 21544, 9574, -36948660, 0.06, 0.684543
939, 5685.51, 4547, 5679.81, 5685.51, 5.69971, 5682.66, 2975, 374, 25541, 14764, -36948660, 0.06, 0.637423
940, 5678.21, 5319, 5631.03, 5678.21, 47.1802, 5654.62, 2982, 392, 23831, 16459, -36948660, 0.06, 0.587784
941, 5550.79, 4885, 5550.79, 5666.65, 115.86, 5608.72, 2976, 404, 19615, 17165, -36948660, 0.06, 0.535826
942, 5666.65, 3634, 5548.79, 5666.65, 117.86, 5607.72, 2972, 410, 18027, 17646, -36948660, 0.06, 0.481753
943, 5700.03, 6080, 5700.03, 5701.68, 1.65039, 5700.85, 2985, 397, 18148, 13567, -36948660, 0.06, 0.425778
944, 5679.27, 3821, 5679.27, 5748.19, 68.9199, 5713.73, 2999, 399, 16634, 8754, -36948660, 0.06, 0.368123
945, 5789.15, 1456, 5797.24, 5805.54, 8.2998, 5801.39, 3021, 410, 25908, 10321, -36948660, 0.01, 0.309016
946, 6074.92, 2216, 5806.43, 5817.85, 11.4199, 5812.14, 3031, 412, 24601, 9774, -36948660, 0.01, 0.248689
947, 5916.76, 3612, 5886.38, 5916.45, 30.0703, 5901.42, 3036, 355, 27073, 8299, -36948660, 0.01, 0.18738
948, 6153.47, 6256, 6165.53, 6167.73, 2.2002, 6166.63, 3040, 258, 27175, 4331, -36948660, 0.01, 0.125332
949, 5922.81, 1295, 5813.24, 5883.54, 70.2998, 5848.39, 3046, 272, 27004, 5655, -36948660, 0.01, 0.0627891
950, 5852.9, 2696, 5852.9, 5972.08, 119.18, 5912.49, 3062, 281, 28802, 7188, 55422992, 0.01, -1.42261e-06
951, 5835.28, 2903, 5835.28, 5837.76, 2.47998, 5836.52, 3074, 300, 28896, 14748, 55422992, 0.01, -0.062792
952, 5936.99, 3898, 5932.63, 5936.99, 4.36035, 5934.81, 3077, 302, 28910, 15780, 55422992, 0.01, -0.125335
953, 6020.06, 6993, 6020.06, 6044.77, 24.71, 6032.42, 3089, 306, 29282, 13807, 55422992, 0.01, -0.187383
954, 6067.88, 6625, 5997.66, 6067.88, 70.2197, 6032.77, 3102, 314, 32256, 12478, 55422992, 0.01, -0.248691
955, 6155.66, 5396, 5983.95, 6155.66, 171.71, 6069.81, 3117, 296, 25177, 9780, 55422992, 0.01, -0.309018
956, 6248.04, 3839, 6220.7, 6224.24, 3.54004, 6222.47, 3123, 255, 25043, 8008, 55422992, 0.01, -0.368126
957, 6321.35, 3569, 6284.3, 6291.44, 7.14014, 6287.87, 3131, 212, 24260, 5508, 55422992, 0.01, -0.425781
958, 6860.5, 6514, 6737.9, 6804.56, 66.6602, 6771.23, 3139, 53, 26921, 2403, 55422992, 0.01, -0.481755
959, 6921.53, 4208, 7009.56, 7020.69, 11.1299, 7015.12, 3149, 42, 21660, 2262, 55422992, 0.01, -0.535828
960, 7182.92, 7110, 7105.46, 7137.45, 31.9902, 7121.46, 3145, 28, 24848, 6042, 55422992, 0.02, -0.587787
961, 7614.84, 2373, 7271.05, 7532.45, 261.4, 7401.75, 3154, 18, 26892, 10947, 55422992, 0.02, -0.637425
962, 7437.19, 1415, 7437.19, 7482.17, 44.98, 7459.68, 3165, 29, 26862, 14222, 55422992, 0.02, -0.684548
963, 7576.11, 3856, 7576.11, 7698.83, 122.72, 7637.47, 3180, 28, 27737, 15056, 55422992, 0.02, -0.72897
964, 7788.44, 5828, 7735.84, 7788.44, 52.6001, 7762.14, 3174, 24, 23988, 17224, 55422992, 0.02, -0.770514
965, 7742.78, 3652, 7696.31, 7742.78, 46.4697, 7719.54, 3184, 37, 24312, 20030, 55422992, 0.02, -0.809018
966, 7758.39, 2415, 7678.22, 7708.59, 30.3696, 7693.41, 3192, 53, 25925, 23490, 55422992, 0.02, -0.844329
967, 7668.07, 4913, 7615.63, 7668.07, 52.4399, 7641.85, 3199, 64, 26313, 22804, 55422992, 0.02, -0.876308
968, 7613.98, 2114, 7668.97, 7687.15, 18.1797, 7678.06, 3209, 80, 32286, 25008, 55422992, 0.02, -0.904828
969, 7751.2, 1709, 7554.14, 7751.2, 197.06, 7652.67, 3220, 83, 33255, 25278, 55422992, 0.02, -0.929777
970, 7619.21, 2376, 7615.18, 7619.21, 4.02979, 7617.2, 3225, 97, 26073, 24261, 55422992, 0.02, -0.951057
971, 7796.04, 5470, 7735.35, 7796.04, 60.6899, 7765.7, 3231, 87, 23141, 24919, 55422992, 0.02, -0.968584
972, 7632.12, 7519, 7490.43, 7632.12, 141.69, 7561.28, 3234, 94, 25487, 20786, 55422992, 0.02, -0.982288
973, 7779.91, 871, 7715.06, 7779.91, 64.8501, 7747.49, 3247, 99, 27414, 19266, 55422992, 0.02, -0.992115
974, 7783.2, 3360, 7783.2, 7800.74, 17.54, 7791.97, 3262, 107, 27652, 18929, 55422992, 0.02, -0.998027
975, 7783.49, 2697, 7727.28, 7783.49, 56.2104, 7755.38, 3274, 124, 26451, 19046, 55423104, 0.08, -1
976, 7649.9, 3040, 7649.9, 7673.05, 23.1499, 7661.47, 3275, 138, 23674, 16827, 55423104, 0.08, -0.998027
977, 7628.88, 3786, 7628.88, 7847.2, 218.32, 7738.04, 3281, 135, 25684, 14905, 55423104, 0.08, -0.992114
978, 7871.03, 2831, 7871.47, 7875.29, 3.81982, 7873.38, 3287, 139, 22508, 13444, 55423104, 0.08, -0.982287
979, 8083.07, 8770, 7911.54, 8014.58, 103.04, 7963.06, 3290, 87, 22705, 9249, 55423104, 0.08, -0.968583
980, 8103.76, 4877, 8003.98, 8087.11, 83.1299, 8045.54, 3298, 64, 23404, 7967, 55423104, 0.08, -0.951056
981, 8472.73, 6295, 8477.11, 8484.23, 7.12012, 8480.67, 3304, 32, 24370, 4926, 55423104, 0.08, -0.929776
982, 8468.05, 6590, 8468.05, 8565.29, 97.2402, 8516.67, 3317, 46, 21787, 8127, 55423104, 0.08, -0.904826
983, 8757.75, 6485, 8765.06, 8771, 5.94043, 8768.03, 3324, 40, 17482, 4200, 55423104, 0.08, -0.876306
984, 8348.67, 4181, 8348.67, 8430.71, 82.04, 8389.69, 3323, 46, 20754, 4113, 55423104, 0.08, -0.844327
985, 8863.12, 6371, 8800.96, 8863.12, 62.1602, 8832.04, 3332, 44, 19321, 4984, 55423104, 0.08, -0.809016
986, 8289.82, 6180, 8289.82, 8530.65, 240.83, 8410.24, 3325, 56, 14058, 9453, 55423104, 0.08, -0.770512
987, 8382.15, 3397, 8324.41, 8365.4, 40.9902, 8344.91, 3337, 65, 16240, 11004, 55423104, 0.08, -0.728967
988, 8585.63, 6402, 8585.63, 8608.12, 22.4902, 8596.88, 3352, 77, 12552, 13582, 55423104, 0.08, -0.684545
989, 8464.91, 1506, 8428.19, 8464.91, 36.7197, 8446.55, 3363, 87, 17672, 11952, 55423104, 0.08, -0.637422
990, 8803.92, 4444, 8618.17, 8800.96, 182.79, 8709.56, 3378, 74, 22198, 9845, 55423104, 0.14, -0.587783
991, 8656.25, 1065, 8656.25, 8722.9, 66.6504, 8689.58, 3386, 87, 23072, 14790, 55423104, 0.14, -0.535825
992, 8700.21, 4354, 8498.43, 8700.21, 201.78, 8599.32, 3389, 95, 22405, 17454, 55423104, 0.14, -0.481751
993, 8451.39, 3551, 8447.85, 8451.39, 3.54004, 8449.62, 3392, 113, 30238, 19068, 55423104, 0.14, -0.425777
994, 8447.85, 2638, 8447.85, 8461.07, 13.2207, 8454.46, 3403, 122, 35812, 20722, 55423104, 0.14, -0.368122
995, 8742.04, 4945, 8659.57, 8742.04, 82.4697, 8700.8, 3414, 124, 34548, 20933, 55423104, 0.14, -0.309015
996, 8441.85, 3830, 8433.78, 8441.85, 8.06934, 8437.81, 3417, 139, 36161, 23244, 55423104, 0.14, -0.248687
997, 8514.97, 4790, 8514.97, 8552.46, 37.4902, 8533.71, 3429, 147, 29720, 22200, 55423104, 0.14, -0.187379
998, 8552.46, 2638, 8514.97, 8552.46, 37.4902, 8533.71, 3445, 164, 31100, 19317, 55423104, 0.14, -0.125331
999, 8522.34, 1026, 8475.42, 8522.34, 46.9199, 8498.88, 3454, 178, 25790, 21895, 55423104, 0.14, -0.0627878
1000, 8478.96, 4849, 8478.96, 8502.43, 23.4697, 8490.7, 3464, 194, 27119, 22338, 83134656, 0.14, 2.70213e-06
